date,symbol,open,high,low,close,prev_close,volume
2024-08-26,ALPHAINFRA,105.97,107.27,104.59,105.88,106.95,200839
2024-08-27,ALPHAINFRA,103.08,104.72,101.23,102.87,105.88,465515
2024-08-28,ALPHAINFRA,103.2,104.39,102.17,103.35,102.87,90912
2024-08-29,ALPHAINFRA,103.6,105.52,102.19,104.1,103.35,309977
2024-08-30,ALPHAINFRA,102.82,104.88,100.93,102.99,104.1,351265
2024-09-02,ALPHAINFRA,103.94,105.07,103.03,104.16,102.99,247343
2024-09-03,ALPHAINFRA,106.25,106.5,105.46,105.71,104.16,332805
2024-09-04,ALPHAINFRA,104.98,105.45,104.35,104.83,105.71,243761
2024-09-05,ALPHAINFRA,106.05,107.31,104.89,106.15,104.83,159215
2024-09-06,ALPHAINFRA,104.6,105.46,103.96,104.83,106.15,195107
2024-09-09,ALPHAINFRA,101.82,102.82,100.74,101.74,104.83,229678
2024-09-10,ALPHAINFRA,102.14,104.87,99.86,102.57,101.74,338172
2024-09-11,ALPHAINFRA,100.97,103.16,98.65,100.84,102.57,451458
2024-09-12,ALPHAINFRA,104.14,105.76,102.11,103.73,100.84,105202
2024-09-13,ALPHAINFRA,101.01,101.42,100.8,101.21,103.73,192648
2024-09-16,ALPHAINFRA,102.71,103.9,101.29,102.48,101.21,94223
2024-09-17,ALPHAINFRA,104.73,106.64,103.12,105.04,102.48,144531
2024-09-18,ALPHAINFRA,105.55,107.72,103.43,105.61,105.04,234212
2024-09-19,ALPHAINFRA,106.72,107.37,106.2,106.85,105.61,159181
2024-09-20,ALPHAINFRA,107.31,108.94,105.87,107.5,106.85,212870
2024-09-23,ALPHAINFRA,107.56,108.07,106.24,106.75,107.5,129988
2024-09-24,ALPHAINFRA,105.15,106.55,103.24,104.64,106.75,240238
2024-09-25,ALPHAINFRA,104.15,106.01,102.09,103.94,104.64,178098
2024-09-26,ALPHAINFRA,101.07,102.65,100.01,101.59,103.94,281948
2024-09-27,ALPHAINFRA,100.44,101.29,99.43,100.29,101.59,549087
2024-09-30,ALPHAINFRA,101.01,103.26,98.92,101.17,100.29,254742
2024-10-01,ALPHAINFRA,100.83,101.96,99.59,100.72,101.17,286672
2024-10-02,ALPHAINFRA,97.95,98.77,97.12,97.94,100.72,130839
2024-10-03,ALPHAINFRA,94.23,94.84,93.19,93.79,97.94,256119
2024-10-04,ALPHAINFRA,95.76,96.78,94.7,95.72,93.79,153794
2024-10-07,ALPHAINFRA,95.35,95.56,95.07,95.27,95.72,1006615
2024-10-08,ALPHAINFRA,96.19,96.9,95.6,96.31,95.27,287841
2024-10-09,ALPHAINFRA,94.36,95.83,93.1,94.57,96.31,257687
2024-10-10,ALPHAINFRA,92.99,94.1,91.08,92.18,94.57,301974
2024-10-11,ALPHAINFRA,91.67,93.32,89.79,91.44,92.18,260437
2024-10-14,ALPHAINFRA,92.38,93.85,91.06,92.53,91.44,239392
2024-10-15,ALPHAINFRA,90.97,93.65,88.77,91.43,92.53,291340
2024-10-16,ALPHAINFRA,89.6,89.79,89.3,89.5,91.43,124660
2024-10-17,ALPHAINFRA,85.14,86.17,84.45,85.49,89.5,345402
2024-10-18,ALPHAINFRA,83.57,84.79,82.16,83.38,85.49,190517
2024-10-21,ALPHAINFRA,85.07,85.52,84.22,84.67,83.38,602762
2024-10-22,ALPHAINFRA,83.74,84.15,82.88,83.28,84.67,274990
2024-10-23,ALPHAINFRA,82.5,82.68,82.3,82.48,83.28,150503
2024-10-24,ALPHAINFRA,82.46,83.74,81.56,82.85,82.48,170781
2024-10-25,ALPHAINFRA,82.52,84.8,80.89,83.16,82.85,116123
2024-10-28,ALPHAINFRA,83.03,83.9,82.09,82.96,83.16,244703
2024-10-29,ALPHAINFRA,85.72,86.42,85.24,85.94,82.96,114506
2024-10-30,ALPHAINFRA,87.9,88.32,87.37,87.79,85.94,279811
2024-10-31,ALPHAINFRA,87.55,88.14,86.93,87.52,87.79,380121
2024-11-01,ALPHAINFRA,86.98,87.78,86.02,86.81,87.52,471802
2024-11-04,ALPHAINFRA,87.3,87.6,86.88,87.19,86.81,193822
2024-11-05,ALPHAINFRA,87.95,88.61,87.2,87.86,87.19,353364
2024-11-06,ALPHAINFRA,85.62,86.98,84.51,85.88,87.86,173451
2024-11-07,ALPHAINFRA,82.39,83.14,82.05,82.8,85.88,219868
2024-11-08,ALPHAINFRA,80.62,81.19,80.16,80.73,82.8,358192
2024-11-11,ALPHAINFRA,79.63,80.88,78.79,80.04,80.73,479101
2024-11-12,ALPHAINFRA,78.48,80.33,76.65,78.5,80.04,130065
2024-11-13,ALPHAINFRA,79.88,81.08,78.33,79.53,78.5,72903
2024-11-14,ALPHAINFRA,80.06,81.09,78.53,79.56,79.53,187237
2024-11-15,ALPHAINFRA,79.4,80.79,78.61,80.0,79.56,160544
2024-11-18,ALPHAINFRA,78.51,79.08,77.73,78.29,80.0,204655
2024-11-19,ALPHAINFRA,78.65,78.94,78.24,78.54,78.29,192383
2024-11-20,ALPHAINFRA,78.11,78.85,77.47,78.21,78.54,317678
2024-11-21,ALPHAINFRA,78.62,79.31,78.31,79.0,78.21,208922
2024-11-22,ALPHAINFRA,78.58,79.3,77.59,78.32,79.0,195420
2024-11-25,ALPHAINFRA,76.64,77.25,76.39,77.01,78.32,324448
2024-11-26,ALPHAINFRA,78.07,79.17,77.34,78.45,77.01,55729
2024-11-27,ALPHAINFRA,79.12,79.86,78.03,78.76,78.45,180332
2024-11-28,ALPHAINFRA,79.51,80.49,78.29,79.27,78.76,195089
2024-11-29,ALPHAINFRA,80.33,81.04,79.55,80.26,79.27,139662
2024-12-02,ALPHAINFRA,78.5,80.03,77.21,78.74,80.26,207014
2024-12-03,ALPHAINFRA,81.06,83.63,77.51,80.04,78.74,114843
2024-12-04,ALPHAINFRA,81.65,82.85,80.07,81.27,80.04,189247
2024-12-05,ALPHAINFRA,82.39,84.24,80.16,82.0,81.27,241455
2024-12-06,ALPHAINFRA,80.09,80.3,79.68,79.9,82.0,164318
2024-12-09,ALPHAINFRA,81.72,82.0,80.88,81.16,79.9,231441
2024-12-10,ALPHAINFRA,81.05,81.72,80.79,81.46,81.16,487311
2024-12-11,ALPHAINFRA,81.38,82.33,80.79,81.74,81.46,200082
2024-12-12,ALPHAINFRA,83.17,84.27,81.72,82.82,81.74,235231
2024-12-13,ALPHAINFRA,82.85,83.46,81.91,82.52,82.82,268372
2024-12-16,ALPHAINFRA,84.2,84.79,83.78,84.37,82.52,59836
2024-12-17,ALPHAINFRA,84.41,86.32,82.95,84.86,84.37,333788
2024-12-18,ALPHAINFRA,84.78,86.35,82.49,84.04,84.86,349961
2024-12-19,ALPHAINFRA,83.16,84.46,81.26,82.54,84.04,150018
2024-12-20,ALPHAINFRA,81.29,81.9,80.6,81.21,82.54,376898
2024-12-23,ALPHAINFRA,81.92,82.27,81.27,81.62,81.21,230406
2024-12-24,ALPHAINFRA,80.04,80.56,79.11,79.62,81.62,698679
2024-12-25,ALPHAINFRA,79.68,81.23,78.42,79.96,79.62,110524
2024-12-26,ALPHAINFRA,79.86,80.51,79.59,80.24,79.96,483903
2024-12-27,ALPHAINFRA,83.09,83.44,82.71,83.06,80.24,272625
2024-01-01,BHARATCHEM,212.13,214.16,209.07,211.1,211.97,302004
2024-01-02,BHARATCHEM,217.8,219.13,216.0,217.33,211.1,261373
2024-01-03,BHARATCHEM,221.08,225.09,216.96,220.97,217.33,85550
2024-01-04,BHARATCHEM,212.48,215.46,209.63,212.6,220.97,285724
2024-01-05,BHARATCHEM,219.1,223.84,214.87,219.6,212.6,411799
2024-01-08,BHARATCHEM,215.91,218.73,212.71,215.52,219.6,488823
2024-01-09,BHARATCHEM,222.86,226.37,218.92,222.43,215.52,294365
2024-01-10,BHARATCHEM,216.83,218.55,215.71,217.42,222.43,116094
2024-01-11,BHARATCHEM,222.96,225.35,220.55,222.94,217.42,286860
2024-01-12,BHARATCHEM,229.77,232.3,227.61,230.14,222.94,374322
2024-01-15,BHARATCHEM,232.34,233.35,229.52,230.53,230.14,278345
2024-01-16,BHARATCHEM,228.86,230.89,226.42,228.44,230.53,917442
2024-01-17,BHARATCHEM,219.44,227.47,212.68,220.68,228.44,250069
2024-01-18,BHARATCHEM,215.97,219.7,211.23,214.95,220.68,285730
2024-01-19,BHARATCHEM,213.12,217.11,207.97,211.94,214.95,635600
2024-01-22,BHARATCHEM,208.75,209.21,207.33,207.79,211.94,436200
2024-01-23,BHARATCHEM,209.84,214.22,205.51,209.88,207.79,499559
2024-01-24,BHARATCHEM,208.83,211.75,206.59,209.5,209.88,162290
2024-01-25,BHARATCHEM,211.47,212.08,210.65,211.25,209.5,349426
2024-01-26,BHARATCHEM,216.85,219.05,212.93,215.11,211.25,222336
2024-01-29,BHARATCHEM,218.93,219.79,217.54,218.41,215.11,495671
2024-01-30,BHARATCHEM,219.22,221.34,216.81,218.92,218.41,499234
2024-01-31,BHARATCHEM,224.52,225.01,222.96,223.44,218.92,250789
2024-02-01,BHARATCHEM,224.08,225.11,222.3,223.33,223.44,341189
2024-02-02,BHARATCHEM,231.2,234.48,226.85,230.13,223.33,171325
2024-02-05,BHARATCHEM,225.08,228.8,222.49,226.19,230.13,234708
2024-02-06,BHARATCHEM,218.9,220.91,217.98,219.98,226.19,484391
2024-02-07,BHARATCHEM,219.93,224.09,216.72,220.87,219.98,123691
2024-02-08,BHARATCHEM,219.92,220.96,219.0,220.04,220.87,642970
2024-02-09,BHARATCHEM,224.58,226.19,222.47,224.08,220.04,336609
2024-02-12,BHARATCHEM,234.43,237.17,230.59,233.32,224.08,153547
2024-02-13,BHARATCHEM,233.45,234.77,232.22,233.54,233.32,304638
2024-02-14,BHARATCHEM,247.12,250.13,244.13,247.14,233.54,204847
2024-02-15,BHARATCHEM,256.72,261.93,250.56,255.74,247.14,380125
2024-02-16,BHARATCHEM,256.36,258.35,254.41,256.4,255.74,1068662
2024-02-19,BHARATCHEM,261.34,264.21,259.27,262.14,256.4,174937
2024-02-20,BHARATCHEM,257.17,258.03,255.72,256.58,262.14,469796
2024-02-21,BHARATCHEM,248.68,250.66,244.78,246.75,256.58,194094
2024-02-22,BHARATCHEM,246.88,252.36,241.0,246.47,246.75,199492
2024-02-23,BHARATCHEM,246.19,248.56,242.09,244.45,246.47,403640
2024-02-26,BHARATCHEM,255.64,259.62,250.42,254.38,244.45,248807
2024-02-27,BHARATCHEM,256.36,258.15,255.51,257.3,254.38,138189
2024-02-28,BHARATCHEM,259.04,261.66,255.05,257.65,257.3,428476
2024-02-29,BHARATCHEM,259.98,264.22,256.92,261.14,257.65,146358
2024-03-01,BHARATCHEM,260.06,262.37,257.04,259.34,261.14,330664
2024-03-04,BHARATCHEM,257.96,262.8,252.38,257.21,259.34,236253
2024-03-05,BHARATCHEM,257.1,260.68,253.4,256.98,257.21,195947
2024-03-06,BHARATCHEM,259.49,263.82,255.81,260.13,256.98,517889
2024-03-07,BHARATCHEM,264.44,266.48,261.57,263.6,260.13,196690
2024-03-08,BHARATCHEM,272.49,273.37,267.84,268.71,263.6,567149
2024-03-11,BHARATCHEM,271.12,275.26,267.37,271.51,268.71,411312
2024-03-12,BHARATCHEM,265.35,274.09,256.8,265.54,271.51,271972
2024-03-13,BHARATCHEM,272.7,274.95,271.33,273.57,265.54,136788
2024-03-14,BHARATCHEM,274.85,276.74,273.64,275.52,273.57,250377
2024-03-15,BHARATCHEM,275.3,277.08,271.98,273.75,275.52,246568
2024-03-18,BHARATCHEM,271.74,272.76,270.51,271.53,273.75,477639
2024-03-19,BHARATCHEM,269.16,272.66,264.07,267.55,271.53,332216
2024-03-20,BHARATCHEM,267.49,270.57,265.4,268.47,267.55,555622
2024-03-21,BHARATCHEM,274.09,275.89,270.63,272.41,268.47,258526
2024-03-22,BHARATCHEM,271.21,272.31,267.51,268.6,272.41,162987
2024-03-25,BHARATCHEM,273.52,275.59,271.91,273.99,268.6,139269
2024-03-26,BHARATCHEM,281.29,290.06,275.25,283.97,273.99,573360
2024-03-27,BHARATCHEM,274.99,278.68,270.49,274.17,283.97,1117906
2024-03-28,BHARATCHEM,274.4,280.06,268.04,273.68,274.17,287840
2024-03-29,BHARATCHEM,275.45,278.75,272.09,275.39,273.68,482050
2024-04-01,BHARATCHEM,283.52,286.93,279.63,283.04,275.39,347999
2024-04-02,BHARATCHEM,278.82,280.29,277.5,278.98,283.04,629546
2024-04-03,BHARATCHEM,287.68,292.01,285.36,289.68,278.98,213777
2024-04-04,BHARATCHEM,294.15,295.22,291.92,292.98,289.68,257347
2024-04-05,BHARATCHEM,304.24,307.34,301.81,304.91,292.98,367139
2024-04-08,BHARATCHEM,288.26,291.85,285.46,289.04,304.91,302764
2024-04-09,BHARATCHEM,281.08,282.73,279.95,281.6,289.04,483671
2024-04-10,BHARATCHEM,280.01,283.21,277.17,280.37,281.6,363949
2024-04-11,BHARATCHEM,273.91,276.89,270.43,273.4,280.37,279911
2024-04-12,BHARATCHEM,275.88,278.42,273.8,276.33,273.4,202484
2024-04-15,BHARATCHEM,269.9,274.87,265.05,270.02,276.33,320762
2024-04-16,BHARATCHEM,263.05,263.81,261.64,262.4,270.02,299170
2024-04-17,BHARATCHEM,258.66,265.36,253.85,260.52,262.4,440245
2024-04-18,BHARATCHEM,260.45,261.63,258.42,259.6,260.52,138371
2024-04-19,BHARATCHEM,258.32,263.05,253.13,257.85,259.6,449905
2024-04-22,BHARATCHEM,262.32,265.03,260.57,263.27,257.85,116138
2024-04-23,BHARATCHEM,254.66,260.82,249.43,255.57,263.27,460379
2024-04-24,BHARATCHEM,256.68,259.41,254.44,257.17,255.57,213036
2024-04-25,BHARATCHEM,263.46,266.58,259.15,262.25,257.17,192376
2024-04-26,BHARATCHEM,262.84,264.52,261.92,263.6,262.25,561226
2024-04-29,BHARATCHEM,262.71,266.16,259.3,262.75,263.6,724667
2024-04-30,BHARATCHEM,263.05,264.22,261.22,262.38,262.75,474460
2024-05-01,BHARATCHEM,263.02,263.9,262.39,263.27,262.38,199964
2024-05-02,BHARATCHEM,260.75,261.5,260.22,260.97,263.27,237083
2024-05-03,BHARATCHEM,268.4,270.88,264.71,267.18,260.97,352013
2024-05-06,BHARATCHEM,262.16,267.28,258.24,263.34,267.18,319191
